Solution_ID,Text,Embedding
316,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
317,"Réseau, Certaines canalistations sont difficiles d'accès (canalisations encombrées ou enfouies) Nécessite une mise hors service du réseau afin de nettoyer les canalisations encrassées, Réduction des pertes de charge du réseau Diminution du besoin de pompage","[ 1.4982595  -0.4682267   0.70225865 ...  0.4820846  -1.0738509
 -0.38007882]"
319,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
320,"Chaudière, en pourcentage de la puissance utile selon l'ancienneté de l'installation","[ 2.6540275  -0.29803124  1.5287919  ...  0.95625967 -1.0143986
 -0.03778984]"
321,"Récupération de chaleur, Le coût de l’isolation est fonction de l'épaisseur d'isolant employée., de réduction de la chaleur perdue par rapport à des tuyaux mal calorifugés","[ 1.6125386   0.30793586  1.2857686  ...  0.65549755 -1.186061
  0.73141646]"
322,"Fumées, Nécessite un espace libre au sol. Perte de charge supplémentaire à cause de l’échangeur. Un extracteur peut être installé, asservi au fonctionnement du brûleur., d'économie d'énergie environ., Diminution de la température des fumées.","[ 1.975479    0.21288529  0.84277993 ...  0.44931075 -0.53632617
  0.37868804]"
323,"Production, Espace nécessaire à l'installation d'un deuxième système de chauffage pour l'ECS, Economie d'énergie en été notamment, Contrôle séparé des 2 systèmes (pas de panne simultanée d'ECS et de chauffage)","[ 1.6728507  -0.30699942 -0.33508816 ...  0.5956128  -1.6656169
  0.14610536]"
324,"Maintenance, d'augmentation de rendement en installant une nouvelle chaudière","[ 1.8798027   1.5286802   0.83719724 ... -0.3898964   1.8158964
 -0.31945047]"
325,"Air de combustion, L’échangeur gaz/air est de taille importante. Stabilité plus difficile de la flamme avec de l’air chauffé de densité différente. Les émissions de NOx peuvent être plus importantes en raison des températures de flamme plus élevées., de gain de rendement envisageable, Possibilité de préchauffer en supplément le combustible s’il est organique : charbon/biomasse Diminution de la taille de la chaudière à la conception","[ 1.5681866   0.33363622  1.201069   ...  0.56850034 -1.0086532
 -0.4634599 ]"
327,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
328,"Ajustement production/besoin, ","[ 1.259853   -0.42192352  1.1392239  ...  0.46084225  0.3140857
  1.0426279 ]"
329,"Gestion et pilotage, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis.","[ 1.7888895   0.24716133  0.04931586 ... -0.355712    0.13024163
 -2.084428  ]"
330,"Maintenance, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis.","[ 1.7957431   0.4616147   0.0540118  ... -0.47323936  0.10906474
 -2.0135252 ]"
331,"Moteur, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., Le gain est inversement proportionnel à la puissance du moteur","[ 2.023298    0.49082807 -0.1539281  ... -0.59652126  0.1069941
 -2.0630567 ]"
332,"Gestion et pilotage, coût moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., sur le coût de production pour une diminution d'1 bar seulement., Diminution du taux de fuite","[ 1.9370869  -0.22895843  0.23581287 ... -0.6289647   0.52769667
 -1.7671037 ]"
333,"Maintenance, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.",[ 1.7554308  0.9001647  0.8231789 ... -0.8545664  0.8141246 -1.7511089]
334,"Gestion et pilotage, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., Solution visible d'économie d'énergie permettant de communiquer sur la maîtrise de l'énergie auprès du personnel.","[ 1.6541661   0.20695366 -0.03740523 ... -0.27215096  0.0070655
 -1.548732  ]"
335,"Luminaire, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Source top 10 des solutions mises en place aux USA., Remplacement du luminaire accompagnant l'ampoule parfois nécessaire., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Source top 10 des solutions mises en place aux USA., Réduction des coûts de maintenance car les durées de vie des lampes sont plus longues. Les phases de relamping sont alors espacées.","[ 1.4006213   0.38660312  0.7152188  ... -0.04364579 -0.26991048
 -1.7402892 ]"
336,"Air de combustion, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., Campagne d'analyse des fumées avec un analyseur de combustion Augmentation de la température des gaz de combustion, gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., Diminution de l'excès d'air Diminution de la formation de NOx Amélioration du rendement de combustion","[ 1.876003    0.34663066  0.32755584 ...  0.1230365   0.19190167
 -1.6020148 ]"
337,"Maintenance, coût annuel, moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.","[ 1.8008273   0.86789554  0.72937405 ... -0.78965026  1.079885
 -1.8005083 ]"
338,"Maintenance, coût annuel , moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.","[ 1.6878868   0.85302234  0.7324411  ... -0.8415146   0.9395041
 -1.916879  ]"
339,"Vanne, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.","[ 1.8029968   0.53521574  0.79018116 ... -0.90280867  0.98851544
 -1.9442483 ]"
340,"Maintenance, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.",[ 1.7554308  0.9001647  0.8231789 ... -0.8545664  0.8141246 -1.7511089]
341,"Réseau, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis, gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis","[ 2.0213733   0.21893346  0.34277108 ... -0.17148317 -0.03993834
 -2.067238  ]"
342,"Sensibilisation, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.","[ 1.5911381   0.17326939  1.0329165  ... -0.5610823   0.77359635
 -2.0066595 ]"
343,"Maintenance, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., Diminution des émissions Réduction des imbrûlés","[ 1.6356974e+00  6.1440080e-01 -1.8349715e-02 ... -5.3704929e-01
 -1.2829653e-03 -1.7642787e+00]"
344,"Régulation, Un agrandissement des passages pour les câbles peut être nécessaire Nécessité de couper le courant passant dans les sections concernées Temps de retour sur investissement long Certains câbles sont difficiles d'accès (enfouis, encombrés ...), Consommation électrique réduite Durée de vie des câbles augmentées par diminution de l'échauffement de ces derniers","[ 0.10357054 -0.02686716  1.0808387  ...  0.46693113 -0.3607436
 -0.5159195 ]"
345,"Condensateur, Nécessite un suivi annuel régulier dans la durée, de pertes en ligne en moins + suppression de la facture réactive., Suppression des pénalités Réduction des chutes de tension Augmentation de la puissance active Amélioration de la durée de vie des matériels électrique. Réduction de l'intensité entre les transformateurs et les moteurs.","[ 1.0997328   0.08862812  1.3495119  ...  0.15845302 -0.15381163
 -0.26154992]"
346,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
347,"Fumées, Ajuster la quantité d'air injectée pour ne pas diminuer le rendement ou rendre la combustion incomplète Nécessite l’achat et l’installation de nouveaux équipements, sur la consommation de combustible., Diminution jusqu’à 50 % des émissions des oxydes d’azote.","[ 1.8105793   0.03986517  0.71443605 ... -0.42154935 -0.5529445
 -1.1951557 ]"
348,"Chaudière, ","[ 2.0967493  -0.02225149 -0.1491679  ...  1.972904   -2.3162296
  0.1574356 ]"
349,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
350,"Air de combustion, Difficilement applicable sur des chaudières existantes, d'économies d'énergie sur les pertes par les fumées 1 % d'augmentation du rendement pour une diminution de 20°C de la température des gaz de combustion, Meilleure qualité de combustion Déshumidification du combustible dans le cas d'une chaudière biomasse","[ 1.8487889   0.08336352  0.6975619  ...  0.5041287  -0.2920575
 -0.23977122]"
351,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
352,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
353,"Fumées, ","[ 0.10323545  1.8121378  -0.39192465 ... -0.84715134 -1.1921308
 -0.59927595]"
354,"Air de combustion, Augmentation des émissions de NOx, d'augmentation du rendement pour une diminution de 20°C de la température des gaz de combustion., Diminution des pertes de chaleur par les fumées","[ 1.7951989   0.24085523  1.8007294  ...  0.4431781   0.23924479
 -0.02806541]"
355,"Brûleur, Les bacs régénérateurs constitués de billes de céramique ou bien de nids d’abeille de matière inerte peuvent être sensibles aux poussières ou envols provenant de la charge à chauffer et ainsi s’obstruer progressivement., Les rendements de combustion de ces brûleurs sont de l'ordre de 80 à 85 %, Réduction des consommations d’énergie de l’ordre de 40 à 50 % par rapport à un système à air froid Température des fumées réduites Réduction des rejets de NOx","[ 2.2017205  -0.48723316  0.2550592  ...  0.09497338 -0.97019315
 -0.35550106]"
356,"Brûleur, Immobilisation de la chaudière lors du remplacement, Diminution de l'excès d'air Augmentation du rendement des chaudières Diminution de la consommation des ventilateurs chaudière Régulation adaptée au besoin réel. Diminution des NOx","[ 2.4078393   0.03156435  1.3325905  ... -0.0856367  -0.01410176
  0.35335627]"
357,"Air de combustion, Formation possible d'imbrûlés (monoxyde de carbone,particules carbonées et hydrocarbures), d'augmentation de rendement de la chaudière pour une réduction de 15 % de l'excès d'air, Evite le phénomène de condensation des fumées ( température de rosée acide) Une augmentation de la température du du gaz brut peut détériorer l'ensemble du système","[ 1.9191507   0.11372759  1.9676993  ...  0.36325577 -0.43564194
 -0.6926219 ]"
358,"Brûleur, HT environ pour un système de contrôle/commande de la combustion, sur la consommation de combustible, Pollution réduite","[ 0.9877561   0.5984346   0.319472   ... -0.22085762 -0.0783928
 -0.90951204]"
359,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
360,"Brûleur, Coût supplémentaire du traitement de l'air pour obtenir de l'oxygène, de la consommation en énergie primaire., Réduction des émissions de polluants Meilleur transfert thermique Obtention de fumées fortement concentrées en CO2 : séparation puis stockage plus aisé du CO2","[ 1.8276752   0.55785006  0.7087839  ... -0.22196175 -0.05788358
 -0.49368528]"
361,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
364,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
365,"Purgeur, Suivi et maintenance approfondie, Purgeur de ligne DN 20, avec une différence de pression de 5 bar, un orifice de 3 mm, une fuite théorique de 15kg/h, une fuite avec coefficient de pondération de 10kg/h de vapeur. Avec un coût de la tonne de vapeur à 35€ et un fonctionnement de 4000 h\a, Augmentation de la durée de vie des conduites Amélioration des échanges thermiques Diminution des fuites de vapeur","[ 2.361617   -0.41168967  0.8187589  ...  0.14779632 -0.10439669
 -0.3990519 ]"
366,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
367,"Réseau, Les fuites sont plus difficilement détectables, Le calorifugeage d'un poste de détente DN 65 PN 40 génère une économie de 41 820 KWh par an. Hypothèse ; écart de température de 170 °C et un fonctionnement de 600 h par an, production de vapeur au gaz., Réduction des pertes de chaleur au niveau de la vanne","[ 2.1526048  -0.751723    0.35738572 ...  0.4304762  -0.7525981
  0.44047853]"
368,"Production, pour l'achat et installation du matériel., Raccordement au réseau existant ou rénovation du réseau d'eau chaude (pompe, ballon, échangeur...) Grande surface (champ) de capteurs solaires nécessaire, Selon la surface, environ 10 MWh/an économisés Environ 30 tCO2/an en moins, Energie solaire : indépendance aux énergies fossiles Installation collective de grande taille : vite rentabilisée","[ 1.8648299  -0.91247225  0.8600177  ...  0.34058255 -0.71742994
 -0.7191931 ]"
370,"Chauffage, chauffé (prix TTC) Les coûts détaillés plus loin comprennent la mise en service., Plus chère que l'aérothermie Règlementations du code de l’environnement Capacité des sources d'eau suffisantes Coût de l'installation élevé (forage) Nuisances sonores pour les modèles non insonorisés, Moins chère que la géothermie Technologie réversible (chaud/froid) Très bon rendement en mode froid Pas de chauffage d'appoint supplémentaire nécessaire Faibles coûts d'exploitation","[ 1.1142559  -0.25556463  0.05060447 ...  1.2085432  -1.2155752
 -0.7067888 ]"
371,"Chauffage, chauffé (prix TTC). Les coûts détaillés dans le Benchmark ci-dessous comprennent la mise en service., Rendement moins bon que la pompe à chaleur air/air quand il s'agit de faire du froid Moins bon rendement que les autres pompes à chaleur Eviter les régions où les hivers sont rudes Nuisances sonores pour les modèles standards Chauffage d'appoint indispensable en cas de température négative. Appel de courant important au démarrage, Peut se brancher sur un chauffage préexistant Moins chère que les autres pompes à chaleur Facile à mette en place Technologie réversible (chaud/froid)","[ 1.218787   -0.25166455 -0.3788965  ...  1.0661055  -1.4504253
 -0.71478426]"
373,"Gestion et pilotage, Investissement modéré, Dans un bâtiment tertiaire, la mise en place d'une gestion technique du bâtiment (GTB) permet de réaliser environ 12% d'économie sur la facture totale d'énergie., Prévention des pannes des appareils (ascenceurs/alarmes...) Maintenance simple","[ 0.5848705  -0.22533563  0.69271517 ...  0.7546556  -0.48295876
 -0.20307477]"
374,"Chauffage, Impact indirect sur les équipes en démontrant que le site s'intéresse aux économies d'énergie.","[ 2.344163   -1.0385188  -0.12933582 ...  1.264008    0.38600615
 -0.02703231]"
376,"Réseau, Achat des isolants, installation, Adaptation des isolants au réseau existant, Moins de pertes de chaleur à travers le réseau d'eau chaude, Maintien de l'eau dans le réseau à la température de sortie du chauffe-eau",[ 1.8871641 -1.2533429  0.967611  ...  0.6899364 -1.808704   0.9828346]
377,"Climatisation, ","[-1.0599052  -2.2828474   1.6625757  ...  0.4995259  -3.3118007
 -0.11495281]"
378,"Climatisation, Installation faite par un professionnel A positionner à proximité des systèmes de chauffage pour réduire les coûts de liaison, d'économies d'énergie, Réduction de la consommation du système de climatisation Confort amélioré pour les occupants","[ 1.4413222  -0.67921096  0.47753045 ...  0.62836486 -1.7404377
 -0.41041538]"
379,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
380,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
381,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
382,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
384,"Chauffage, Réfection du système d'émission si chauffage à l'électricité Investissement assez important si participation aux investissemens, Réduction de la facture énergétique si réseau de chaleur raccordé à une ressource renouvelable (bois) Mise en commun des installations de production : réduction des investissements","[ 1.8878366   0.13089794  0.48106575 ...  1.0560174  -0.41935533
 -0.6231066 ]"
385,"Micro/mini-cogénération, ","[ 1.5732559  -0.84035414  1.205117   ... -0.66408724  0.6706066
 -1.3841449 ]"
386,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
388,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
389,"Condenseur, ","[ 2.338246   -0.5347511   1.4745547  ...  0.17207134 -0.77935976
  1.1918318 ]"
390,"Ventilation, Investissement de départ élevé Adaptation sur la central de traitement d'air Entretien de l'échangeur nécessaire Augmentation des pertes de charge et donc de la consommation des ventilateurs, de chaleur récupérée., Diminution de la consommation du chauffage","[ 2.8795536  -0.06432356  2.0983891  ...  0.40251768 -0.16540329
  0.12100072]"
391,"Production, Coût de l'équipement, Moins d'espace nécessaire pour l'installation Réduction de la consommation d'énergie (n'est chauffé que ce qui est consommé), Production directe d'ECS (ne dépend pas du système de chauffage) Capable de répondre aux besoins de haut débit lors d'une utilisation simultanée (vaisselle/douche/bain) Chauffage instantané de la boucle d'eau chaude","[ 2.5028477  -1.0635523  -0.09785757 ...  0.6068846  -1.0372919
  0.7893074 ]"
392,"Climatisation, ","[-1.0599052  -2.2828474   1.6625757  ...  0.4995259  -3.3118007
 -0.11495281]"
393,"Gestion et pilotage, Prendre en compte tous les aspects d'un bâtiment (orientation, utilisation, fréquentation...), Optimisation et réduction de la consommation énergétique, Améliorer les conditions de vie/travail des personnes Optimiser le système d'éclairage Utiliser au maximum la lumière naturelle","[ 0.65954596 -0.46051857  0.19134948 ...  0.33493343 -0.16102722
 -0.04498375]"
394,"Gestion et pilotage, Installation des équipements de gestion (détecteurs, etc...), Réduction de la consommation d'électricité, Gestion optimisée des systèmes d'éclairage Entretien des équipements Pas de gaspillage d'énergie","[ 2.044451    0.15217811  0.29991728 ...  0.69048774 -1.2635665
  0.02959631]"
395,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
396,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
397,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
398,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
399,"Régulation, Installation sur dispositif d'éclairage avec tubes fluorescents, Economie d'électricité, Meilleure gestion de l'éclairage","[ 1.5526663  -0.6285512   0.74781483 ...  0.3586163  -1.4248856
  0.3554631 ]"
400,"Luminaire, Installation parfois difficile d'accès Les lampes supportent mal l'extinction puis le rallumage rapide. Des précautions doivent être prise en compte si les lampes sont couplées à des interupteurs crépusculaires. Des temporisations sur l'allumage peuvent être à installer en supplément selon les cas. Les lampes sont sensibles aux variations de tension., Très bon rendu des couleurs. Efficacité lumineuse correcte ( 65 à 120 lumens/Watt )","[-0.1405905  -0.59841514 -0.27460977 ...  0.65877783 -1.4563465
  0.17251301]"
403,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
404,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
405,"Meuble frigorifique, d'économie d'énergie sur la consommation du meuble, Economies d'énergie Meilleure conservation des aliments Investissement peu élevé si mise en oeuvre dès l'achat.","[ 1.382064    0.33152017  0.2452412  ...  0.6734643  -0.7333958
  0.2613373 ]"
406,"Luminaire, Plus chères que des lampes classiques, économisés par rapport à des ampoules classiques (la comparaison est faite pour des luminosités équivalentes), Economie d'énergie sur l'électricité","[ 0.98077613 -0.8290208  -0.46949676 ...  0.07879432 -1.129388
  0.35738727]"
407,"Gestion et pilotage, Sensibilisation du personnel aux économies d'énergie Pas de gaspillage et de pollution lumineuse (la nuit)","[ 0.94793063 -0.55386627  1.36855    ...  0.5883881  -0.68282515
 -0.39508134]"
408,"Gestion et pilotage, Meilleure gestion centralisée de l'éclairage Plus grand efficacité pour l'extinction","[ 1.9967854  -0.4508937   0.18206407 ... -0.12896337 -1.5877457
 -0.8783849 ]"
411,"Régulation, Economie d'énergie, Pas de gaspillage d'énergie Pas de pollution lumineuse la nuit","[-0.40604308 -0.70914143  0.92998105 ...  1.1299525  -1.1017057
 -0.04534314]"
412,"Régulation, Economie d'électricité, Pas de pollution lumineuse inutile la nuit","[-0.72123736 -1.1669558   0.13214286 ...  0.2506617  -1.9181453
 -0.12090315]"
414,"Maintenance, Pas d'éblouissement Pas ou peu de perte de luminosité Esthétique (cache les ampoules et systèmes d'éclairage)","[ 0.9016896  -0.94855034  0.38871223 ...  0.2746479  -2.2957478
  0.1213837 ]"
415,"Maintenance, Achat de nouveaux luminaires, Eclairage plus performant Maintenance des équipements","[ 1.4225245  -0.05748749 -0.04408388 ... -0.14314246 -0.5620981
  0.20978196]"
416,"Régulation, Economie d'énergie Meilleure gestion de l'éclairage","[ 1.0964383  -0.42861572  0.53180254 ... -0.01441016 -0.3665335
  0.42021325]"
418,"Luminaire, Nombre et orientation des réflecteurs adaptés aux luminaires, Réduction de la consommation d'électricité, Réduction du nombre de luminaires nécessaire","[ 0.9500067  -1.1527673   0.6124291  ...  0.01827955 -1.7835323
  0.2866434 ]"
419,"Luminaire, Les lampes à induction sont plus consommatrices que d'autres technologies (lampes à sodium ou à iodures métalliques)., Gain sur la maintenance Impact environnemental diminué par l'absence de mercure Bon rendu des couleurs (proche des couleurs réelles)","[ 0.37084708 -0.2567188   0.85234934 ...  0.44470525 -0.3901634
 -0.02709445]"
420,"Luminaire, d'économie d'énergie sur la consommation de la lampe, Meilleure performance (en luminosité et en consommation)","[-0.31427523 -0.59288347  0.15828533 ... -0.25421217 -1.306202
  0.43575546]"
421,"Régulation, Gestion facile de l'éclairage dans les zones difficiles d'accès","[ 0.8794059  -2.0524697  -1.2482345  ... -1.154842   -1.9946123
 -0.34888807]"
422,"Appareils électriques, Economie réalisée sur la consommation (souvent importante) des appareils mis en veille., Réduit la consommation d'électricité des appareils (éteints au lieu d'être en veille). Préserve la durée de vie des appareils électriques. Evite le risque d'incendie lié à une surcharge.","[ 0.7076133  -1.4107599   0.21270888 ...  0.42185634  0.5218356
  0.3072711 ]"
423,"Appareils électriques, Plus cher qu'un système de coupe-veille automatique avec raccordement direct aux appareils électriques ou électroniques., Economie d'énergie sur la consommation des appareils éteints au lieu d'être mis en veille., Préserve la durée de vie des appareils. Réduit la consommation d'électricité. Permet un contrôle général des appareils de tout le logement équipé du système.","[ 1.1226385  -1.1455591   0.03987578 ...  0.6602983   0.17226997
 -0.6329953 ]"
424,"Transformateur, ","[ 3.630227    1.015212   -1.0360565  ... -0.43734497 -1.8556805
 -1.8054097 ]"
425,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
426,"Contrat, ","[ 1.0677133  -1.3031791   0.18471523 ... -0.17212307  0.04735716
 -0.97962004]"
427,"Indicateurs et tableau de bord, Campagne de mesure ou achat d'apareil de mesure fixe ou mobile. La campagne peut être coûteuse. La campagne de mesure doit être réfléchie en amont pour avoir des résultats représentatifs et directement exploitables., Connaissance approfondie du site industriel Suivi dans la durée facilitée Identification des éléments prioritaires sur lesquels travailler","[ 0.5777411  -0.1338306   0.46729866 ...  0.9781979  -0.4449694
  0.01256845]"
428,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
429,"Stratégie et politique, Implication importante des responsables Nécessite un suivi dans la durée.","[ 0.7670841  -0.81197596  0.19703871 ... -0.47646475 -0.82877463
 -0.37806553]"
430,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
431,"Contrat, ","[ 1.0677133  -1.3031791   0.18471523 ... -0.17212307  0.04735716
 -0.97962004]"
432,"Contrat, Nécessité de s'accorder sur cette solution avec les autres membres du groupe d'achat., Economie sur le tarifs d'achat d'électricité Eventuel partage de bonnes pratiques énergétiques","[ 1.4173505   0.15708627  0.8017233  ... -0.33536103 -0.6227332
 -1.8165752 ]"
433,"Contrat, Une personne doit être désignée pour effectuer cette tâche régulièrement dans le temps., le suivi des factures permet d'améliorer la connaissances des énergies consommées dans l'entreprise.","[ 0.8373475  -0.11176038 -0.33972192 ... -0.92548686  0.3632694
 -0.45750985]"
435,"Contrat, ","[ 1.0677133  -1.3031791   0.18471523 ... -0.17212307  0.04735716
 -0.97962004]"
437,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
439,"Appareils électriques, Rémunération du personnel procédant au relevé des compteurs., Meilleur contrôle de la consommation d'énergie (électricité notamment). Ajustement possible de la consommation de certains appareils en fonction des données.","[ 1.0992463  -0.41193727  0.5349129  ... -0.02181708  0.45059818
 -0.3682731 ]"
440,"Indicateurs et tableau de bord, ","[ 0.7681334  -0.8983979  -0.54310185 ...  1.7523023  -0.7289498
 -1.26507   ]"
441,"Mesure et comptage d’énergie, Consommation talon à reconstruire. Le travail de recensement des équipements peut être assez long d'autant que la nuit, les petits consommateurs peuvent être plus important en % de la puissance appelée que le jour., Meilleure connaissance des consommations d'électricité de son site. Permet de mettre en évidence des consommations inutiles.","[ 0.61959654 -0.4322793   0.5365979  ...  0.769545   -0.09290496
  0.08101635]"
442,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
443,"Indicateurs et tableau de bord, à l'année pour avoir les DJU","[ 1.7460386  -0.93272626  0.5743002  ...  0.6599741  -0.7377031
 -0.45828336]"
444,"Indicateurs et tableau de bord, ","[ 0.7681334  -0.8983979  -0.54310185 ...  1.7523023  -0.7289498
 -1.26507   ]"
445,"Indicateurs et tableau de bord, ","[ 0.7681334  -0.8983979  -0.54310185 ...  1.7523023  -0.7289498
 -1.26507   ]"
446,"Stratégie et politique, ","[ 7.65452206e-01 -1.29671156e+00 -3.40327859e-01 ... -1.02986775e-01
 -2.23294377e-01 -2.69100070e-04]"
447,"Sensibilisation, Motivation du personnel dans la durée, Implication du personnel dans la recherche de solutions d'économies d'énergie Economie d'énergie importante","[ 1.1093043   0.86694425  1.1064559  ... -0.4860253   0.28245434
  0.31149882]"
448,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
449,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
450,"Stratégie et politique, Campagne de communication, création de visuels Mobilisation et motivation des équipes, Diminution des consommations liées au comportement du personnel Implication du personnel","[ 1.6348131   0.13282122  0.9238201  ... -0.43112135 -0.18094808
 -0.00874641]"
451,"Report modal, Adaptation des véhicules aux différentes UTI, de gain énergétique pour transporter une tonne utile. (pas de gain sur le coût par contre), Pas de chargement/déchargement à effectuer lors de transport de marchandises par différents moyens (avion, train)","[ 1.3002754   1.4714595  -0.8876833  ...  0.14775369 -0.63319016
 -0.4695917 ]"
